Site Name,Local cell ID,Reference signal power,Sector,Band
ARI_0017_LM,1,182,ARI_0017_sect1,L800
ARI_0017_LM,2,182,ARI_0017_sect2,L800
ARI_0017_LM,3,182,ARI_0017_sect3,L800
ARI_0017_LM,4,170,ARI_0017_sect1,L1800
ARI_0017_LM,5,170,ARI_0017_sect2,L1800
ARI_0017_LM,6,170,ARI_0017_sect3,L1800
ARI_0017_LM,7,182,ARI_0017_sect1,L2100
ARI_0017_LM,8,182,ARI_0017_sect2,L2100
ARI_0017_LM,9,182,ARI_0017_sect3,L2100
ARI_0017_LM,104,152,ARI_0017_sect1,L1800²
ARI_0017_LM,105,152,ARI_0017_sect2,L1800²
ARI_0017_LM,106,152,ARI_0017_sect3,L1800²
ARI_0034_LM,1,182,ARI_0034_sect1,L800
ARI_0034_LM,2,182,ARI_0034_sect2,L800
ARI_0034_LM,3,182,ARI_0034_sect3,L800
ARI_0034_LM,4,170,ARI_0034_sect1,L1800
ARI_0034_LM,5,170,ARI_0034_sect2,L1800
ARI_0034_LM,6,170,ARI_0034_sect3,L1800
ARI_0034_LM,7,182,ARI_0034_sect1,L2100
ARI_0034_LM,8,182,ARI_0034_sect2,L2100
ARI_0034_LM,9,182,ARI_0034_sect3,L2100
ARI_0034_LM,24,170,,
ARI_0034_LM,27,182,,
ARI_0034_LM,104,170,ARI_0034_sect1,L1800²
ARI_0034_LM,105,152,ARI_0034_sect2,L1800²
ARI_0034_LM,106,152,ARI_0034_sect3,L1800²
ARI_0034_LM,124,152,,
ARI_0007_LM,1,182,ARI_0007_sect1,L800
ARI_0007_LM,2,182,ARI_0007_sect2,L800
ARI_0007_LM,3,182,ARI_0007_sect3,L800
ARI_0007_LM,4,170,ARI_0007_sect1,L1800
ARI_0007_LM,5,170,ARI_0007_sect2,L1800
ARI_0007_LM,6,170,ARI_0007_sect3,L1800
ARI_0007_LM,7,182,ARI_0007_sect1,L2100
ARI_0007_LM,8,182,ARI_0007_sect2,L2100
ARI_0007_LM,9,182,ARI_0007_sect3,L2100
ARI_0007_LM,104,152,ARI_0007_sect1,L1800²
ARI_0007_LM,105,152,ARI_0007_sect2,L1800²
ARI_0007_LM,106,152,ARI_0007_sect3,L1800²
ARI_0010_LM,1,182,ARI_0010_sect1,L800
ARI_0010_LM,2,182,ARI_0010_sect2,L800
ARI_0010_LM,3,182,ARI_0010_sect3,L800
ARI_0010_LM,4,170,ARI_0010_sect1,L1800
ARI_0010_LM,5,170,ARI_0010_sect2,L1800
ARI_0010_LM,6,170,ARI_0010_sect3,L1800
ARI_0010_LM,7,182,ARI_0010_sect1,L2100
ARI_0010_LM,8,182,ARI_0010_sect2,L2100
ARI_0010_LM,9,182,ARI_0010_sect3,L2100
ARI_0010_LM,104,152,ARI_0010_sect1,L1800²
ARI_0010_LM,105,152,ARI_0010_sect2,L1800²
ARI_0010_LM,106,152,ARI_0010_sect3,L1800²
ARI_0005_LM,1,182,ARI_0005_sect1,L800
ARI_0005_LM,2,182,ARI_0005_sect2,L800
ARI_0005_LM,3,182,ARI_0005_sect3,L800
ARI_0005_LM,4,170,ARI_0005_sect1,L1800
ARI_0005_LM,5,170,ARI_0005_sect2,L1800
ARI_0005_LM,6,170,ARI_0005_sect3,L1800
ARI_0005_LM,7,182,ARI_0005_sect1,L2100
ARI_0005_LM,8,182,ARI_0005_sect2,L2100
ARI_0005_LM,9,182,ARI_0005_sect3,L2100
ARI_0005_LM,14,170,ARI_0005_sect4,L1800
ARI_0005_LM,17,182,ARI_0005_sect4,L2100
ARI_0005_LM,104,152,ARI_0005_sect1,L1800²
ARI_0005_LM,105,152,ARI_0005_sect2,L1800²
ARI_0005_LM,106,152,ARI_0005_sect3,L1800²
ARI_0005_LM,114,152,ARI_0005_sect4,L1800²
ARI_0008_LM,1,182,ARI_0008_sect1,L800
ARI_0008_LM,2,182,ARI_0008_sect2,L800
ARI_0008_LM,3,182,ARI_0008_sect3,L800
ARI_0008_LM,4,170,ARI_0008_sect1,L1800
ARI_0008_LM,5,170,ARI_0008_sect2,L1800
ARI_0008_LM,6,170,ARI_0008_sect3,L1800
ARI_0008_LM,7,182,ARI_0008_sect1,L2100
ARI_0008_LM,8,182,ARI_0008_sect2,L2100
ARI_0008_LM,9,182,ARI_0008_sect3,L2100
ARI_0008_LM,11,182,ARI_0008_sect4,L800
ARI_0008_LM,14,170,ARI_0008_sect4,L1800
ARI_0008_LM,17,182,ARI_0008_sect4,L2100
ARI_0008_LM,104,152,ARI_0008_sect1,L1800²
ARI_0008_LM,105,152,ARI_0008_sect2,L1800²
ARI_0008_LM,106,152,ARI_0008_sect3,L1800²
ARI_0008_LM,114,152,ARI_0008_sect4,L1800²
ARI_0029_LM,1,182,ARI_0029_sect1,L800
ARI_0029_LM,2,182,ARI_0029_sect2,L800
ARI_0029_LM,3,182,ARI_0029_sect3,L800
ARI_0029_LM,4,170,ARI_0029_sect1,L1800
ARI_0029_LM,5,170,ARI_0029_sect2,L1800
ARI_0029_LM,6,170,ARI_0029_sect3,L1800
ARI_0029_LM,7,182,ARI_0029_sect1,L2100
ARI_0029_LM,8,182,ARI_0029_sect2,L2100
ARI_0029_LM,9,182,ARI_0029_sect3,L2100
ARI_0029_LM,24,170,,
ARI_0029_LM,27,182,,
ARI_0029_LM,104,152,ARI_0029_sect1,L1800²
ARI_0029_LM,105,152,ARI_0029_sect2,L1800²
ARI_0029_LM,106,152,ARI_0029_sect3,L1800²
ARI_0029_LM,124,152,,
ARI_0015_LM,1,182,ARI_0015_sect1,L800
ARI_0015_LM,2,182,ARI_0015_sect2,L800
ARI_0015_LM,3,182,ARI_0015_sect3,L800
ARI_0015_LM,4,170,ARI_0015_sect1,L1800
ARI_0015_LM,5,170,ARI_0015_sect2,L1800
ARI_0015_LM,6,170,ARI_0015_sect3,L1800
ARI_0015_LM,7,182,ARI_0015_sect1,L2100
ARI_0015_LM,8,182,ARI_0015_sect2,L2100
ARI_0015_LM,9,182,ARI_0015_sect3,L2100
ARI_0015_LM,104,152,ARI_0015_sect1,L1800²
ARI_0015_LM,105,152,ARI_0015_sect2,L1800²
ARI_0015_LM,106,152,ARI_0015_sect3,L1800²
ARI_0009_LM,1,182,ARI_0009_sect1,L800
ARI_0009_LM,2,182,ARI_0009_sect2,L800
ARI_0009_LM,3,182,ARI_0009_sect3,L800
ARI_0009_LM,4,170,ARI_0009_sect1,L1800
ARI_0009_LM,5,170,ARI_0009_sect2,L1800
ARI_0009_LM,6,169,ARI_0009_sect3,L1800
ARI_0009_LM,7,182,ARI_0009_sect1,L2100
ARI_0009_LM,8,182,ARI_0009_sect2,L2100
ARI_0009_LM,9,182,ARI_0009_sect3,L2100
ARI_0009_LM,26,170,,
ARI_0009_LM,29,182,,
ARI_0009_LM,104,152,ARI_0009_sect1,L1800²
ARI_0009_LM,105,152,ARI_0009_sect2,L1800²
ARI_0009_LM,106,152,ARI_0009_sect3,L1800²
ARI_0009_LM,126,152,,
ARI_0018_LM,1,182,ARI_0018_sect1,L800
ARI_0018_LM,2,182,ARI_0018_sect2,L800
ARI_0018_LM,3,182,ARI_0018_sect3,L800
ARI_0018_LM,4,170,ARI_0018_sect1,L1800
ARI_0018_LM,5,170,ARI_0018_sect2,L1800
ARI_0018_LM,6,170,ARI_0018_sect3,L1800
ARI_0018_LM,7,182,ARI_0018_sect1,L2100
ARI_0018_LM,8,182,ARI_0018_sect2,L2100
ARI_0018_LM,9,182,ARI_0018_sect3,L2100
ARI_0018_LM,11,182,ARI_0018_sect4,L800
ARI_0018_LM,14,170,ARI_0018_sect4,L1800
ARI_0018_LM,17,182,ARI_0018_sect4,L2100
ARI_0018_LM,104,152,ARI_0018_sect1,L1800²
ARI_0018_LM,105,152,ARI_0018_sect2,L1800²
ARI_0018_LM,106,152,ARI_0018_sect3,L1800²
ARI_0018_LM,114,152,ARI_0018_sect4,L1800²
ARI_0013_LM,1,182,ARI_0013_sect1,L800
ARI_0013_LM,2,182,ARI_0013_sect2,L800
ARI_0013_LM,3,182,ARI_0013_sect3,L800
ARI_0013_LM,4,170,ARI_0013_sect1,L1800
ARI_0013_LM,5,170,ARI_0013_sect2,L1800
ARI_0013_LM,6,170,ARI_0013_sect3,L1800
ARI_0013_LM,7,182,ARI_0013_sect1,L2100
ARI_0013_LM,8,182,ARI_0013_sect2,L2100
ARI_0013_LM,9,182,ARI_0013_sect3,L2100
ARI_0013_LM,11,182,ARI_0013_sect4,L800
ARI_0013_LM,14,170,ARI_0013_sect4,L1800
ARI_0013_LM,17,182,ARI_0013_sect4,L2100
ARI_0013_LM,104,152,ARI_0013_sect1,L1800²
ARI_0013_LM,105,152,ARI_0013_sect2,L1800²
ARI_0013_LM,106,152,ARI_0013_sect3,L1800²
ARI_0013_LM,114,152,ARI_0013_sect4,L1800²
ARI_0002_LM,1,182,ARI_0002_sect1,L800
ARI_0002_LM,2,182,ARI_0002_sect2,L800
ARI_0002_LM,3,182,ARI_0002_sect3,L800
ARI_0002_LM,4,170,ARI_0002_sect1,L1800
ARI_0002_LM,5,170,ARI_0002_sect2,L1800
ARI_0002_LM,6,170,ARI_0002_sect3,L1800
ARI_0002_LM,7,182,ARI_0002_sect1,L2100
ARI_0002_LM,8,182,ARI_0002_sect2,L2100
ARI_0002_LM,9,182,ARI_0002_sect3,L2100
ARI_0002_LM,104,182,ARI_0002_sect1,L1800²
ARI_0002_LM,105,182,ARI_0002_sect2,L1800²
ARI_0002_LM,106,182,ARI_0002_sect3,L1800²
ARI_0032_LM,1,182,ARI_0032_sect1,L800
ARI_0032_LM,2,182,ARI_0032_sect2,L800
ARI_0032_LM,3,182,ARI_0032_sect3,L800
ARI_0032_LM,4,170,ARI_0032_sect1,L1800
ARI_0032_LM,5,170,ARI_0032_sect2,L1800
ARI_0032_LM,6,170,ARI_0032_sect3,L1800
ARI_0032_LM,7,182,ARI_0032_sect1,L2100
ARI_0032_LM,8,182,ARI_0032_sect2,L2100
ARI_0032_LM,9,182,ARI_0032_sect3,L2100
ARI_0032_LM,104,152,ARI_0032_sect1,L1800²
ARI_0032_LM,105,152,ARI_0032_sect2,L1800²
ARI_0032_LM,106,152,ARI_0032_sect3,L1800²
ARI_0006_LM,1,182,ARI_0006_sect1,L800
ARI_0006_LM,2,182,ARI_0006_sect2,L800
ARI_0006_LM,3,182,ARI_0006_sect3,L800
ARI_0006_LM,4,170,ARI_0006_sect1,L1800
ARI_0006_LM,5,170,ARI_0006_sect2,L1800
ARI_0006_LM,6,170,ARI_0006_sect3,L1800
ARI_0006_LM,7,182,ARI_0006_sect1,L2100
ARI_0006_LM,8,182,ARI_0006_sect2,L2100
ARI_0006_LM,9,182,ARI_0006_sect3,L2100
ARI_0006_LM,11,182,ARI_0006_sect4,L800
ARI_0006_LM,14,170,ARI_0006_sect4,L1800
ARI_0006_LM,17,182,ARI_0006_sect4,L2100
ARI_0006_LM,104,152,ARI_0006_sect1,L1800²
ARI_0006_LM,105,152,ARI_0006_sect2,L1800²
ARI_0006_LM,106,152,ARI_0006_sect3,L1800²
ARI_0006_LM,114,152,ARI_0006_sect4,L1800²
ARI_0012_LM,1,182,ARI_0012_sect1,L800
ARI_0012_LM,2,182,ARI_0012_sect2,L800
ARI_0012_LM,3,182,ARI_0012_sect3,L800
ARI_0012_LM,4,170,ARI_0012_sect1,L1800
ARI_0012_LM,5,170,ARI_0012_sect2,L1800
ARI_0012_LM,6,170,ARI_0012_sect3,L1800
ARI_0012_LM,7,182,ARI_0012_sect1,L2100
ARI_0012_LM,8,182,ARI_0012_sect2,L2100
ARI_0012_LM,9,182,ARI_0012_sect3,L2100
ARI_0012_LM,104,152,ARI_0012_sect1,L1800²
ARI_0012_LM,105,152,ARI_0012_sect2,L1800²
ARI_0012_LM,106,152,ARI_0012_sect3,L1800²
ARI_0004_LM,1,182,ARI_0004_sect1,L800
ARI_0004_LM,2,182,ARI_0004_sect2,L800
ARI_0004_LM,3,182,ARI_0004_sect3,L800
ARI_0004_LM,4,170,ARI_0004_sect1,L1800
ARI_0004_LM,5,170,ARI_0004_sect2,L1800
ARI_0004_LM,6,170,ARI_0004_sect3,L1800
ARI_0004_LM,7,182,ARI_0004_sect1,L2100
ARI_0004_LM,8,182,ARI_0004_sect2,L2100
ARI_0004_LM,9,182,ARI_0004_sect3,L2100
ARI_0004_LM,104,152,ARI_0004_sect1,L1800²
ARI_0004_LM,105,152,ARI_0004_sect2,L1800²
ARI_0004_LM,106,152,ARI_0004_sect3,L1800²
ARI_0025_LM,1,182,ARI_0025_sect1,L800
ARI_0025_LM,2,182,ARI_0025_sect2,L800
ARI_0025_LM,3,182,ARI_0025_sect3,L800
ARI_0025_LM,4,170,ARI_0025_sect1,L1800
ARI_0025_LM,5,146,ARI_0025_sect2,L1800
ARI_0025_LM,6,146,ARI_0025_sect3,L1800
ARI_0025_LM,7,182,ARI_0025_sect1,L2100
ARI_0025_LM,8,146,ARI_0025_sect2,L2100
ARI_0025_LM,9,146,ARI_0025_sect3,L2100
ARI_0025_LM,11,182,ARI_0025_sect4,L800
ARI_0025_LM,14,146,ARI_0025_sect4,L1800
ARI_0025_LM,17,146,ARI_0025_sect4,L2100
ARI_0025_LM,104,152,ARI_0025_sect1,L1800²
ARI_0025_LM,105,152,ARI_0025_sect2,L1800²
ARI_0025_LM,106,152,ARI_0025_sect3,L1800²
ARI_0025_LM,114,152,ARI_0025_sect4,L1800²
ARI_0022_LM,1,182,ARI_0022_sect1,L800
ARI_0022_LM,2,182,ARI_0022_sect2,L800
ARI_0022_LM,3,182,ARI_0022_sect3,L800
ARI_0022_LM,4,170,ARI_0022_sect1,L1800
ARI_0022_LM,5,170,ARI_0022_sect2,L1800
ARI_0022_LM,6,170,ARI_0022_sect3,L1800
ARI_0022_LM,7,182,ARI_0022_sect1,L2100
ARI_0022_LM,8,182,ARI_0022_sect2,L2100
ARI_0022_LM,9,182,ARI_0022_sect3,L2100
ARI_0022_LM,25,170,,
ARI_0022_LM,28,182,,
ARI_0022_LM,104,152,ARI_0022_sect1,L1800²
ARI_0022_LM,105,152,ARI_0022_sect2,L1800²
ARI_0022_LM,106,152,ARI_0022_sect3,L1800²
ARI_0022_LM,125,152,,
ARI_0024_LM,1,182,ARI_0024_sect1,L800
ARI_0024_LM,2,182,ARI_0024_sect2,L800
ARI_0024_LM,3,182,ARI_0024_sect3,L800
ARI_0024_LM,4,170,ARI_0024_sect1,L1800
ARI_0024_LM,5,170,ARI_0024_sect2,L1800
ARI_0024_LM,6,170,ARI_0024_sect3,L1800
ARI_0024_LM,7,182,ARI_0024_sect1,L2100
ARI_0024_LM,8,182,ARI_0024_sect2,L2100
ARI_0024_LM,9,182,ARI_0024_sect3,L2100
ARI_0024_LM,104,152,ARI_0024_sect1,L1800²
ARI_0024_LM,105,152,ARI_0024_sect2,L1800²
ARI_0024_LM,106,152,ARI_0024_sect3,L1800²
ARI_0020_LM,1,182,ARI_0020_sect1,L800
ARI_0020_LM,2,182,ARI_0020_sect2,L800
ARI_0020_LM,3,182,ARI_0020_sect3,L800
ARI_0020_LM,4,170,ARI_0020_sect1,L1800
ARI_0020_LM,5,170,ARI_0020_sect2,L1800
ARI_0020_LM,6,170,ARI_0020_sect3,L1800
ARI_0020_LM,7,182,ARI_0020_sect1,L2100
ARI_0020_LM,8,182,ARI_0020_sect2,L2100
ARI_0020_LM,9,182,ARI_0020_sect3,L2100
ARI_0020_LM,104,152,ARI_0020_sect1,L1800²
ARI_0020_LM,105,152,ARI_0020_sect2,L1800²
ARI_0020_LM,106,152,ARI_0020_sect3,L1800²
ARI_0035_LM,1,182,ARI_0035_sect1,L800
ARI_0035_LM,2,182,ARI_0035_sect2,L800
ARI_0035_LM,3,182,ARI_0035_sect3,L800
ARI_0035_LM,4,170,ARI_0035_sect1,L1800
ARI_0035_LM,5,170,ARI_0035_sect2,L1800
ARI_0035_LM,6,170,ARI_0035_sect3,L1800
ARI_0035_LM,7,182,ARI_0035_sect1,L2100
ARI_0035_LM,8,182,ARI_0035_sect2,L2100
ARI_0035_LM,9,182,ARI_0035_sect3,L2100
ARI_0035_LM,11,182,ARI_0035_sect4,L800
ARI_0035_LM,14,170,ARI_0035_sect4,L1800
ARI_0035_LM,17,182,ARI_0035_sect4,L2100
ARI_0035_LM,104,152,ARI_0035_sect1,L1800²
ARI_0035_LM,105,152,ARI_0035_sect2,L1800²
ARI_0035_LM,106,152,ARI_0035_sect3,L1800²
ARI_0035_LM,114,152,ARI_0035_sect4,L1800²
ARI_0003_LM,1,182,ARI_0003_sect1,L800
ARI_0003_LM,2,182,ARI_0003_sect2,L800
ARI_0003_LM,4,170,ARI_0003_sect1,L1800
ARI_0003_LM,5,170,ARI_0003_sect2,L1800
ARI_0003_LM,6,170,ARI_0003_sect3,L1800
ARI_0003_LM,7,182,ARI_0003_sect1,L2100
ARI_0003_LM,8,182,ARI_0003_sect2,L2100
ARI_0003_LM,9,182,ARI_0003_sect3,L2100
ARI_0003_LM,11,182,ARI_0003_sect4,L800
ARI_0003_LM,14,170,ARI_0003_sect4,L1800
ARI_0003_LM,17,182,ARI_0003_sect4,L2100
ARI_0003_LM,104,152,ARI_0003_sect1,L1800²
ARI_0003_LM,105,152,ARI_0003_sect2,L1800²
ARI_0003_LM,114,152,ARI_0003_sect4,L1800²
ARI_0028_LM,1,182,ARI_0028_sect1,L800
ARI_0028_LM,2,182,ARI_0028_sect2,L800
ARI_0028_LM,3,182,ARI_0028_sect3,L800
ARI_0028_LM,4,170,ARI_0028_sect1,L1800
ARI_0028_LM,5,170,ARI_0028_sect2,L1800
ARI_0028_LM,6,170,ARI_0028_sect3,L1800
ARI_0028_LM,7,182,ARI_0028_sect1,L2100
ARI_0028_LM,8,182,ARI_0028_sect2,L2100
ARI_0028_LM,9,182,ARI_0028_sect3,L2100
ARI_0028_LM,104,152,ARI_0028_sect1,L1800²
ARI_0028_LM,105,152,ARI_0028_sect2,L1800²
ARI_0028_LM,106,152,ARI_0028_sect3,L1800²
ARI_0023_LM,1,182,ARI_0023_sect1,L800
ARI_0023_LM,2,182,ARI_0023_sect2,L800
ARI_0023_LM,3,182,ARI_0023_sect3,L800
ARI_0023_LM,4,170,ARI_0023_sect1,L1800
ARI_0023_LM,5,170,ARI_0023_sect2,L1800
ARI_0023_LM,6,170,ARI_0023_sect3,L1800
ARI_0023_LM,7,182,ARI_0023_sect1,L2100
ARI_0023_LM,8,182,ARI_0023_sect2,L2100
ARI_0023_LM,9,182,ARI_0023_sect3,L2100
ARI_0023_LM,104,152,ARI_0023_sect1,L1800²
ARI_0023_LM,105,152,ARI_0023_sect2,L1800²
ARI_0023_LM,106,152,ARI_0023_sect3,L1800²
ARI_0040_LM,1,182,ARI_0040_sect1,L800
ARI_0040_LM,2,182,ARI_0040_sect2,L800
ARI_0040_LM,3,182,ARI_0040_sect3,L800
ARI_0040_LM,4,170,ARI_0040_sect1,L1800
ARI_0040_LM,5,182,ARI_0040_sect2,L1800
ARI_0040_LM,6,170,ARI_0040_sect3,L1800
ARI_0040_LM,11,182,ARI_0040_sect4,L800
ARI_0040_LM,14,170,ARI_0040_sect4,L1800
ARI_0040_LM,104,152,ARI_0040_sect1,L1800²
ARI_0040_LM,106,152,ARI_0040_sect3,L1800²
ARI_0040_LM,114,152,ARI_0040_sect4,L1800²
ARI_0038_LM,1,182,ARI_0038_sect1,L800
ARI_0038_LM,2,182,ARI_0038_sect2,L800
ARI_0038_LM,3,182,ARI_0038_sect3,L800
ARI_0038_LM,4,170,ARI_0038_sect1,L1800
ARI_0038_LM,5,170,ARI_0038_sect2,L1800
ARI_0038_LM,6,170,ARI_0038_sect3,L1800
ARI_0038_LM,7,182,ARI_0038_sect1,L2100
ARI_0038_LM,8,182,ARI_0038_sect2,L2100
ARI_0038_LM,9,182,ARI_0038_sect3,L2100
ARI_0038_LM,11,182,ARI_0038_sect4,L800
ARI_0038_LM,14,170,ARI_0038_sect4,L1800
ARI_0038_LM,17,182,ARI_0038_sect4,L2100
ARI_0038_LM,104,152,ARI_0038_sect1,L1800²
ARI_0038_LM,105,152,ARI_0038_sect2,L1800²
ARI_0038_LM,106,152,ARI_0038_sect3,L1800²
ARI_0038_LM,114,152,ARI_0038_sect4,L1800²
ARI_0019_LM,1,182,ARI_0019_sect1,L800
ARI_0019_LM,2,182,ARI_0019_sect2,L800
ARI_0019_LM,3,182,ARI_0019_sect3,L800
ARI_0019_LM,4,170,ARI_0019_sect1,L1800
ARI_0019_LM,5,170,ARI_0019_sect2,L1800
ARI_0019_LM,6,170,ARI_0019_sect3,L1800
ARI_0019_LM,7,182,ARI_0019_sect1,L2100
ARI_0019_LM,8,182,ARI_0019_sect2,L2100
ARI_0019_LM,9,182,ARI_0019_sect3,L2100
ARI_0019_LM,104,152,ARI_0019_sect1,L1800²
ARI_0019_LM,105,152,ARI_0019_sect2,L1800²
ARI_0019_LM,106,152,ARI_0019_sect3,L1800²
ARI_0039_LM,1,182,ARI_0039_sect1,L800
ARI_0039_LM,2,182,ARI_0039_sect2,L800
ARI_0039_LM,3,182,ARI_0039_sect3,L800
ARI_0039_LM,4,170,ARI_0039_sect1,L1800
ARI_0039_LM,5,170,ARI_0039_sect2,L1800
ARI_0039_LM,6,170,ARI_0039_sect3,L1800
ARI_0039_LM,7,182,ARI_0039_sect1,L2100
ARI_0039_LM,8,182,ARI_0039_sect2,L2100
ARI_0039_LM,9,182,ARI_0039_sect3,L2100
ARI_0039_LM,104,152,ARI_0039_sect1,L1800²
ARI_0039_LM,105,152,ARI_0039_sect2,L1800²
ARI_0039_LM,106,152,ARI_0039_sect3,L1800²
ARI_0021_LM,1,182,ARI_0021_sect1,L800
ARI_0021_LM,2,182,ARI_0021_sect2,L800
ARI_0021_LM,3,182,ARI_0021_sect3,L800
ARI_0021_LM,4,170,ARI_0021_sect1,L1800
ARI_0021_LM,5,170,ARI_0021_sect2,L1800
ARI_0021_LM,6,170,ARI_0021_sect3,L1800
ARI_0021_LM,104,152,ARI_0021_sect1,L1800²
ARI_0021_LM,105,152,ARI_0021_sect2,L1800²
ARI_0021_LM,106,152,ARI_0021_sect3,L1800²
ARI_0036_LM,1,182,ARI_0036_sect1,L800
ARI_0036_LM,2,182,ARI_0036_sect2,L800
ARI_0036_LM,3,182,ARI_0036_sect3,L800
ARI_0036_LM,4,170,ARI_0036_sect1,L1800
ARI_0036_LM,5,170,ARI_0036_sect2,L1800
ARI_0036_LM,6,182,ARI_0036_sect3,L1800
ARI_0036_LM,7,182,ARI_0036_sect1,L2100
ARI_0036_LM,8,182,ARI_0036_sect2,L2100
ARI_0036_LM,9,182,ARI_0036_sect3,L2100
ARI_0036_LM,11,182,ARI_0036_sect4,L800
ARI_0036_LM,14,170,ARI_0036_sect4,L1800
ARI_0036_LM,17,182,ARI_0036_sect4,L2100
ARI_0036_LM,104,170,ARI_0036_sect1,L1800²
ARI_0036_LM,105,170,ARI_0036_sect2,L1800²
ARI_0036_LM,106,170,ARI_0036_sect3,L1800²
ARI_0036_LM,114,182,ARI_0036_sect4,L1800²
ARI_0031_LM,1,182,ARI_0031_sect1,L800
ARI_0031_LM,2,182,ARI_0031_sect2,L800
ARI_0031_LM,3,182,ARI_0031_sect3,L800
ARI_0031_LM,4,146,ARI_0031_sect1,L1800
ARI_0031_LM,5,170,ARI_0031_sect2,L1800
ARI_0031_LM,6,146,ARI_0031_sect3,L1800
ARI_0031_LM,7,146,ARI_0031_sect1,L2100
ARI_0031_LM,8,182,ARI_0031_sect2,L2100
ARI_0031_LM,9,146,ARI_0031_sect3,L2100
ARI_0031_LM,11,182,ARI_0031_sect4,L800
ARI_0031_LM,14,146,ARI_0031_sect4,L1800
ARI_0031_LM,17,146,ARI_0031_sect4,L2100
ARI_0031_LM,104,152,ARI_0031_sect1,L1800²
ARI_0031_LM,105,152,ARI_0031_sect2,L1800²
ARI_0031_LM,106,152,ARI_0031_sect3,L1800²
ARI_0031_LM,114,152,ARI_0031_sect4,L1800²
ARI_0027_LM,1,182,ARI_0027_sect1,L800
ARI_0027_LM,2,182,ARI_0027_sect2,L800
ARI_0027_LM,3,182,ARI_0027_sect3,L800
ARI_0027_LM,4,170,ARI_0027_sect1,L1800
ARI_0027_LM,5,170,ARI_0027_sect2,L1800
ARI_0027_LM,6,170,ARI_0027_sect3,L1800
ARI_0027_LM,7,182,ARI_0027_sect1,L2100
ARI_0027_LM,8,182,ARI_0027_sect2,L2100
ARI_0027_LM,9,182,ARI_0027_sect3,L2100
ARI_0027_LM,104,152,ARI_0027_sect1,L1800²
ARI_0027_LM,105,152,ARI_0027_sect2,L1800²
ARI_0027_LM,106,152,ARI_0027_sect3,L1800²
ARI_0044_LM,1,182,ARI_0044_sect1,L800
ARI_0044_LM,2,182,ARI_0044_sect2,L800
ARI_0044_LM,3,182,ARI_0044_sect3,L800
ARI_0044_LM,4,170,ARI_0044_sect1,L1800
ARI_0044_LM,5,170,ARI_0044_sect2,L1800
ARI_0044_LM,6,170,ARI_0044_sect3,L1800
ARI_0044_LM,7,182,ARI_0044_sect1,L2100
ARI_0044_LM,8,182,ARI_0044_sect2,L2100
ARI_0044_LM,9,182,ARI_0044_sect3,L2100
ARI_0044_LM,11,182,ARI_0044_sect4,L800
ARI_0044_LM,14,170,ARI_0044_sect4,L1800
ARI_0044_LM,17,182,ARI_0044_sect4,L2100
ARI_0044_LM,104,152,ARI_0044_sect1,L1800²
ARI_0044_LM,105,152,ARI_0044_sect2,L1800²
ARI_0044_LM,106,152,ARI_0044_sect3,L1800²
ARI_0044_LM,114,152,ARI_0044_sect4,L1800²
ARI_0033_LM,1,182,ARI_0033_sect1,L800
ARI_0033_LM,2,182,ARI_0033_sect2,L800
ARI_0033_LM,3,182,ARI_0033_sect3,L800
ARI_0033_LM,4,170,ARI_0033_sect1,L1800
ARI_0033_LM,5,170,ARI_0033_sect2,L1800
ARI_0033_LM,6,170,ARI_0033_sect3,L1800
ARI_0033_LM,7,182,ARI_0033_sect1,L2100
ARI_0033_LM,8,182,ARI_0033_sect2,L2100
ARI_0033_LM,9,182,ARI_0033_sect3,L2100
ARI_0033_LM,11,182,ARI_0033_sect4,L800
ARI_0033_LM,14,170,ARI_0033_sect4,L1800
ARI_0033_LM,17,182,ARI_0033_sect4,L2100
ARI_0033_LM,104,152,ARI_0033_sect1,L1800²
ARI_0033_LM,105,152,ARI_0033_sect2,L1800²
ARI_0033_LM,106,152,ARI_0033_sect3,L1800²
ARI_0033_LM,114,152,ARI_0033_sect4,L1800²
ARI_0046_LM,1,182,ARI_0046_sect1,L800
ARI_0046_LM,2,182,ARI_0046_sect2,L800
ARI_0046_LM,3,182,ARI_0046_sect3,L800
ARI_0046_LM,4,182,ARI_0046_sect1,L1800
ARI_0046_LM,5,182,ARI_0046_sect2,L1800
ARI_0046_LM,6,182,ARI_0046_sect3,L1800
ARI_0046_LM,7,182,ARI_0046_sect1,L2100
ARI_0046_LM,8,182,ARI_0046_sect2,L2100
ARI_0046_LM,9,182,ARI_0046_sect3,L2100
ARI_0046_LM,11,182,ARI_0046_sect4,L800
ARI_0046_LM,14,182,ARI_0046_sect4,L1800
ARI_0046_LM,17,182,ARI_0046_sect4,L2100
ARI_0046_LM,104,152,ARI_0046_sect1,L1800²
ARI_0046_LM,105,152,ARI_0046_sect2,L1800²
ARI_0046_LM,106,152,ARI_0046_sect3,L1800²
ARI_0046_LM,114,152,ARI_0046_sect4,L1800²
ARI_0045_LM,1,182,ARI_0045_sect1,L800
ARI_0045_LM,2,182,ARI_0045_sect2,L800
ARI_0045_LM,3,182,ARI_0045_sect3,L800
ARI_0045_LM,4,170,ARI_0045_sect1,L1800
ARI_0045_LM,5,170,ARI_0045_sect2,L1800
ARI_0045_LM,6,170,ARI_0045_sect3,L1800
