Site Name,Device No,Device Name,Actual Tilt,Sector,Band
BEJ_0036_LM,8,B18_2T2R_sect3,116,BEJ_0036_sect3,L1800
BEJ_0045_LM,0,B21_2T2R_sect1,40,BEJ_0045_sect1,L2100
BEJ_0045_LM,1,B09&08_2T2R_sect1,40,BEJ_0045_sect1,L800
BEJ_0045_LM,2,B18_2T2R_sect1,30,BEJ_0045_sect1,L1800
BEJ_0045_LM,3,B21_2T2R_sect2,40,BEJ_0045_sect2,L2100
BEJ_0045_LM,4,B09&08_2T2R_sect2,30,BEJ_0045_sect2,L800
BEJ_0045_LM,5,B18_2T2R_sect2,60,BEJ_0045_sect2,L1800
BEJ_0045_LM,6,B21_2T2R_sect3,50,BEJ_0045_sect3,L2100
BEJ_0045_LM,7,B09&08_2T2R_sect3,40,BEJ_0045_sect3,L800
BEJ_0045_LM,8,B18_2T2R_sect3,20,BEJ_0045_sect3,L1800
BEJ_0045_LM,9,B21_2T2R_sect4,40,BEJ_0045_sect4,L2100
BEJ_0045_LM,10,B09_2T2R_sect4,40,BEJ_0045_sect4,
BEJ_0045_LM,11,B18_2T2R_sect4,40,BEJ_0045_sect4,L1800
BEJ_0040_LM,0,B21_2T2R_sect1,60,BEJ_0040_sect1,L2100
BEJ_0040_LM,1,B09_2T2R_sect1,80,BEJ_0040_sect1,
BEJ_0040_LM,2,B21_2T2R_sect2,20,BEJ_0040_sect2,L2100
BEJ_0040_LM,3,B09_2T2R_sect2,30,BEJ_0040_sect2,
BEJ_0040_LM,4,B21_2T2R_sect3,23,BEJ_0040_sect3,L2100
BEJ_0040_LM,5,B08_2T2R_sect3,-1,BEJ_0040_sect3,L800
BEJ_0040_LM,7,B18_2T2R_sect2,20,BEJ_0040_sect2,L1800
BEJ_0040_LM,8,B18_2T2R_sect1,80,BEJ_0040_sect1,L1800
BEJ_0040_LM,9,B08_2T2R_sect1,100,BEJ_0040_sect1,L800
BEJ_0040_LM,10,B08_2T2R_sect2,50,BEJ_0040_sect2,L800
BEJ_0040_LM,11,B09_2T2R_sect3,50,BEJ_0040_sect3,
BEJ_0053_LM,0,B21&18_Div_sect1,70,BEJ_0053_sect1,"['L2100', 'L1800']"
BEJ_0053_LM,1,B09&08_2T2R_sect1,-1,BEJ_0053_sect1,L800
BEJ_0053_LM,2,B21&18_Main_sect1,-1,BEJ_0053_sect1,"['L2100', 'L1800']"
BEJ_0053_LM,3,B21&18_Div_sect2,70,BEJ_0053_sect2,"['L2100', 'L1800']"
BEJ_0053_LM,4,B09&08_2T2R_sect2,40,BEJ_0053_sect2,L800
BEJ_0053_LM,5,B21&18_Main_sect2,70,BEJ_0053_sect2,"['L2100', 'L1800']"
BEJ_0053_LM,6,B21&18_Div_sect3,70,BEJ_0053_sect3,"['L2100', 'L1800']"
BEJ_0053_LM,7,B09&08_2T2R_sect3,-1,BEJ_0053_sect3,L800
BEJ_0053_LM,8,B21&18_Main_sect3,70,BEJ_0053_sect3,"['L2100', 'L1800']"
BEJ_0048_BH_TR,0,B21_2T2R_sect1,20,BEJ_0048_sect1,L2100
BEJ_0048_BH_TR,1,B09_2T2R_sect1,20,BEJ_0048_sect1,
BEJ_0048_BH_TR,2,B18_2T2R_sect1,20,BEJ_0048_sect1,L1800
BEJ_0048_BH_TR,3,B21_2T2R_sect2,20,BEJ_0048_sect2,L2100
BEJ_0048_BH_TR,4,B09_2T2R_sect2,40,BEJ_0048_sect2,
BEJ_0048_BH_TR,5,B18_2T2R_sect2,20,BEJ_0048_sect2,L1800
BEJ_0048_BH_TR,6,B21_2T2R_sect3,24,BEJ_0048_sect3,L2100
BEJ_0048_BH_TR,7,B09_2T2R_sect3,20,BEJ_0048_sect3,
BEJ_0048_BH_TR,8,B18_2T2R_sect3,20,BEJ_0048_sect3,L1800
BEJ_0050_LM,0,B21&18_Div_sect1,40,BEJ_0050_sect1,"['L2100', 'L1800']"
BEJ_0050_LM,1,B09&08_2T2R_sect1,60,BEJ_0050_sect1,L800
BEJ_0050_LM,2,B21&18_Main_sect1,40,BEJ_0050_sect1,"['L2100', 'L1800']"
BEJ_0050_LM,3,B21_2T2R_sect2,20,BEJ_0050_sect2,L2100
BEJ_0050_LM,4,B09&08_2T2R_sect2,60,BEJ_0050_sect2,L800
BEJ_0050_LM,6,B21_2T2R_sect3,20,BEJ_0050_sect3,L2100
BEJ_0050_LM,7,B09&08_2T2R_sect3,40,BEJ_0050_sect3,L800
BEJ_0050_LM,9,B21_2T2R_sect4,20,BEJ_0050_sect4,L2100
BEJ_0050_LM,10,B09&08_2T2R_sect4,80,BEJ_0050_sect4,L800
BEJ_0050_LM,11,B18_2T2R_sect4,60,BEJ_0050_sect4,L1800
BEJ_0072_LM,0,B09&08_2T2R_sect1,20,BEJ_0072_sect1,L800
BEJ_0072_LM,1,B09&08_2T2R_sect2,20,BEJ_0072_sect2,L800
BEJ_0072_LM,2,B09&08_2T2R_sect3,20,BEJ_0072_sect3,L800
BEJ_0057_LM,0,B21_2T2R_sect1,20,BEJ_0057_sect1,L2100
BEJ_0057_LM,1,B09_2T2R_sect1,40,BEJ_0057_sect1,
BEJ_0057_LM,2,B18_2T2R_sect1,23,BEJ_0057_sect1,L1800
BEJ_0057_LM,3,B21_2T2R_sect2,-1,BEJ_0057_sect2,L2100
BEJ_0057_LM,4,B09_2T2R_sect2,-1,BEJ_0057_sect2,
BEJ_0057_LM,6,B21_2T2R_sect3,20,BEJ_0057_sect3,L2100
BEJ_0057_LM,7,B09_2T2R_sect3,40,BEJ_0057_sect3,
BEJ_0057_LM,8,B18_2T2R_sect3,90,BEJ_0057_sect3,L1800
BEJ_0070_LM,0,B09&08_2T2R_sect1,40,BEJ_0070_sect1,L800
BEJ_0070_LM,1,B09&08_2T2R_sect2,20,BEJ_0070_sect2,L800
BEJ_0070_LM,2,B09&08_2T2R_sect3,40,BEJ_0070_sect3,L800
BEJ_0052_LM,0,B21_2T2R_sect1,60,BEJ_0052_sect1,L2100
BEJ_0052_LM,1,B09_2T2R_sect1,60,BEJ_0052_sect1,
BEJ_0052_LM,2,B18_2T2R_sect1,60,BEJ_0052_sect1,L1800
BEJ_0052_LM,3,B08_2T2R_sect1,90,BEJ_0052_sect1,L800
BEJ_0052_LM,4,B21_2T2R_sect2,40,BEJ_0052_sect2,L2100
BEJ_0052_LM,5,B09_2T2R_sect2,60,BEJ_0052_sect2,
BEJ_0052_LM,6,B18_2T2R_sect2,40,BEJ_0052_sect2,L1800
BEJ_0052_LM,7,B08_2T2R_sect2,60,BEJ_0052_sect2,L800
BEJ_0052_LM,8,B21_2T2R_sect3,60,BEJ_0052_sect3,L2100
BEJ_0052_LM,9,B09_2T2R_sect3,60,BEJ_0052_sect3,
BEJ_0052_LM,10,B18_2T2R_sect3,50,BEJ_0052_sect3,L1800
BEJ_0052_LM,11,B08_2T2R_sect3,80,BEJ_0052_sect3,L800
BEJ_0052_LM,12,B21_2T2R_sect4,40,BEJ_0052_sect4,L2100
BEJ_0052_LM,13,B09_2T2R_sect4,60,BEJ_0052_sect4,
BEJ_0052_LM,14,B18_2T2R_sect4,25,BEJ_0052_sect4,L1800
BEJ_0052_LM,15,B08_2T2R_sect4,50,BEJ_0052_sect4,L800
BEJ_0066_BO_TR,0,B21_2T2R_sect1,70,BEJ_0066_sect1,L2100
BEJ_0066_BO_TR,1,B09&08_2T2R_sect1,20,BEJ_0066_sect1,L800
BEJ_0066_BO_TR,3,B21_2T2R_sect2,50,BEJ_0066_sect2,L2100
BEJ_0066_BO_TR,4,B09&08_2T2R_sect2,60,BEJ_0066_sect2,L800
BEJ_0061,0,B21_2T2R_sect1,30,BEJ_0061_sect1,L2100
BEJ_0061,1,B09&08_2T2R_sect1,40,BEJ_0061_sect1,L800
BEJ_0061,3,B21_2T2R_sect2,40,BEJ_0061_sect2,L2100
BEJ_0061,4,B09&08_2T2R_sect2,50,BEJ_0061_sect2,L800
BEJ_0061,6,B21_2T2R_sect3,20,BEJ_0061_sect3,L2100
BEJ_0061,7,B09&08_2T2R_sect3,20,BEJ_0061_sect3,L800
BEJ_0063_BH_TR,0,B21_2T2R_sect1,20,BEJ_0063_sect1,L2100
BEJ_0063_BH_TR,1,B18_2T2R_sect1,20,BEJ_0063_sect1,L1800
BEJ_0063_BH_TR,2,B21_2T2R_sect2,60,BEJ_0063_sect2,L2100
BEJ_0063_BH_TR,3,B18_2T2R_sect2,100,BEJ_0063_sect2,L1800
BEJ_0063_BH_TR,4,B21_2T2R_sect3,60,BEJ_0063_sect3,L2100
BEJ_0063_BH_TR,5,B18_2T2R_sect3,20,BEJ_0063_sect3,L1800
BEJ_0063_BH_TR,6,,100,,
BEJ_0063_BH_TR,7,,60,,
BEJ_0063_BH_TR,8,,50,,
BEJ_0069_LM,0,B21_2T2R_sect1,40,BEJ_0069_sect1,L2100
BEJ_0069_LM,1,B09&08_2T2R_sect1,50,BEJ_0069_sect1,L800
BEJ_0069_LM,2,B21_2T2R_sect2,40,BEJ_0069_sect2,L2100
BEJ_0069_LM,3,B09&08_2T2R_sect2,50,BEJ_0069_sect2,L800
BEJ_0069_LM,4,B21_2T2R_sect3,40,BEJ_0069_sect3,L2100
BEJ_0069_LM,5,B09&08_2T2R_sect3,50,BEJ_0069_sect3,L800
BEJ_0069_LM,6,B18_2T2R_sect1,40,BEJ_0069_sect1,L1800
BEJ_0069_LM,7,B18_2T2R_sect2,40,BEJ_0069_sect2,L1800
BEJ_0069_LM,8,B18_2T2R_sect3,40,BEJ_0069_sect3,L1800
BEJ_0075,1,B08_2T2R_sect1,20,BEJ_0075_sect1,L800
BEJ_0075,2,B09_2T2R_sect1,20,BEJ_0075_sect1,
BEJ_0075,4,B08_2T2R_sect2,20,BEJ_0075_sect2,L800
BEJ_0075,5,B09_2T2R_sect2,20,BEJ_0075_sect2,
BEJ_0062_LM,0,B21_2T2R_sect1,80,BEJ_0062_sect1,L2100
BEJ_0062_LM,1,B09&08_2T2R_sect1,100,BEJ_0062_sect1,L800
BEJ_0062_LM,2,B18_2T2R_sect1,80,BEJ_0062_sect1,L1800
BEJ_0062_LM,3,B21_2T2R_sect2,20,BEJ_0062_sect2,L2100
BEJ_0062_LM,4,B09&08_2T2R_sect2,20,BEJ_0062_sect2,L800
BEJ_0062_LM,5,B18_2T2R_sect2,20,BEJ_0062_sect2,L1800
BEJ_0062_LM,6,B21_2T2R_sect3,20,BEJ_0062_sect3,L2100
BEJ_0062_LM,7,B09&08_2T2R_sect3,20,BEJ_0062_sect3,L800
BEJ_0062_LM,8,B18_2T2R_sect3,20,BEJ_0062_sect3,L1800
BEJ_0067_BO_TR,0,B21_2T2R_sect1,20,BEJ_0067_sect1,L2100
BEJ_0067_BO_TR,1,B09&08_2T2R_sect1,30,BEJ_0067_sect1,L800
BEJ_0067_BO_TR,2,B18_2T2R_sect1,30,BEJ_0067_sect1,L1800
BEJ_0067_BO_TR,5,B21_2T2R_sect2,20,BEJ_0067_sect2,L2100
BEJ_0067_BO_TR,6,B09&08_2T2R_sect2,30,BEJ_0067_sect2,L800
BEJ_0067_BO_TR,7,B18_2T2R_sect2,30,BEJ_0067_sect2,L1800
BEJ_0067_BO_TR,10,B21_2T2R_sect3,20,BEJ_0067_sect3,L2100
BEJ_0067_BO_TR,11,B09&08_2T2R_sect3,30,BEJ_0067_sect3,L800
BEJ_0067_BO_TR,12,B18_2T2R_sect3,30,BEJ_0067_sect3,L1800
BIZ_0003_LM,0,B21&18_Div_sect1,40,BIZ_0003_sect1,"['L2100', 'L1800']"
BIZ_0003_LM,1,B09&08_2T2R_sect1,50,BIZ_0003_sect1,L800
BIZ_0003_LM,2,B21&18_Main_sect1,40,BIZ_0003_sect1,"['L2100', 'L1800']"
BIZ_0003_LM,3,B21&18_Div_sect2,60,BIZ_0003_sect2,"['L2100', 'L1800']"
BIZ_0003_LM,4,B09&08_2T2R_sect2,50,BIZ_0003_sect2,L800
BIZ_0003_LM,5,B21&18_Main_sect2,60,BIZ_0003_sect2,"['L2100', 'L1800']"
BIZ_0003_LM,6,B21&18_Div_sect3,50,BIZ_0003_sect3,"['L2100', 'L1800']"
BIZ_0003_LM,7,B09&08_2T2R_sect3,40,BIZ_0003_sect3,L800
BIZ_0003_LM,8,B21&18_Main_sect3,50,BIZ_0003_sect3,"['L2100', 'L1800']"
BIZ_0003_LM,9,B21&18_Div_sect4,60,BIZ_0003_sect4,"['L2100', 'L1800']"
BIZ_0003_LM,10,B09&08_2T2R_sect4,80,BIZ_0003_sect4,L800
BIZ_0003_LM,11,B21&18_Main_sect4,60,BIZ_0003_sect4,"['L2100', 'L1800']"
BEJ_0065_BO_TR,0,B21_2T2R_sect1,30,BEJ_0065_sect1,L2100
BEJ_0065_BO_TR,1,B09&08_2T2R_sect1,20,BEJ_0065_sect1,L800
BEJ_0065_BO_TR,2,B18_2T2R_sect1,40,BEJ_0065_sect1,L1800
BEJ_0065_BO_TR,3,B21_2T2R_sect2,20,BEJ_0065_sect2,L2100
BEJ_0065_BO_TR,4,B09&08_2T2R_sect2,20,BEJ_0065_sect2,L800
BEJ_0065_BO_TR,5,B18_2T2R_sect2,40,BEJ_0065_sect2,L1800
BEJ_0065_BO_TR,6,B21_2T2R_sect3,30,BEJ_0065_sect3,L2100
BEJ_0065_BO_TR,7,B09&08_2T2R_sect3,30,BEJ_0065_sect3,L800
BEJ_0065_BO_TR,8,B18_2T2R_sect3,40,BEJ_0065_sect3,L1800
BIZ_0009_LM,1,B21&18_Div_sect1,20,BIZ_0009_sect1,"['L2100', 'L1800']"
BIZ_0009_LM,3,B21&18_Div_sect2,18,BIZ_0009_sect2,"['L2100', 'L1800']"
BIZ_0009_LM,4,B09&08_2T2R_sect2,40,BIZ_0009_sect2,L800
BIZ_0009_LM,5,B21&18_Main_sect2,20,BIZ_0009_sect2,"['L2100', 'L1800']"
BIZ_0009_LM,6,B21&18_Div_sect3,30,BIZ_0009_sect3,"['L2100', 'L1800']"
BIZ_0009_LM,7,B09&08_2T2R_sect3,87,BIZ_0009_sect3,L800
BIZ_0009_LM,8,B21&18_Main_sect3,-1,BIZ_0009_sect3,"['L2100', 'L1800']"
BIZ_0009_LM,9,B09&08_2T2R_sect1,40,BIZ_0009_sect1,L800
BIZ_0009_LM,10,B21&18_Main_sect1,20,BIZ_0009_sect1,"['L2100', 'L1800']"
BEJ_0073_LM,0,B21_2T2R_sect1,20,BEJ_0073_sect1,L2100
BEJ_0073_LM,1,B09&08_2T2R_sect1,30,BEJ_0073_sect1,L800
BEJ_0073_LM,3,B21_2T2R_sect2,20,BEJ_0073_sect2,L2100
BEJ_0073_LM,4,B09&08_2T2R_sect2,30,BEJ_0073_sect2,L800
BEJ_0073_LM,6,B21_2T2R_sect3,20,BEJ_0073_sect3,L2100
BEJ_0073_LM,7,B09&08_2T2R_sect3,40,BEJ_0073_sect3,L800
BEJ_0073_LM,8,,30,,
BIZ_0002_LM,0,B21&18_Div_sect1,-1,BIZ_0002_sect1,"['L2100', 'L1800']"
BIZ_0002_LM,1,B09&08_2T2R_sect1,60,BIZ_0002_sect1,L800
BIZ_0002_LM,2,B21&18_Main_sect1,50,BIZ_0002_sect1,"['L2100', 'L1800']"
BIZ_0002_LM,3,B21&18_Div_sect2,60,BIZ_0002_sect2,"['L2100', 'L1800']"
BIZ_0002_LM,4,B09&08_2T2R_sect2,90,BIZ_0002_sect2,L800
BIZ_0002_LM,5,B21&18_Main_sect2,60,BIZ_0002_sect2,"['L2100', 'L1800']"
BIZ_0002_LM,6,B21&18_Div_sect3,40,BIZ_0002_sect3,"['L2100', 'L1800']"
BIZ_0002_LM,7,B09&08_2T2R_sect3,70,BIZ_0002_sect3,L800
BIZ_0002_LM,8,B21&18_Main_sect3,40,BIZ_0002_sect3,"['L2100', 'L1800']"
BIZ_0005_LM,0,B21&18_Div_sect1,70,BIZ_0005_sect1,"['L2100', 'L1800']"
BIZ_0005_LM,1,B08_2T2R_sect1,70,BIZ_0005_sect1,L800
BIZ_0005_LM,2,B21&18_Main_sect1,70,BIZ_0005_sect1,"['L2100', 'L1800']"
BIZ_0005_LM,3,B21&18_Div_sect2,40,BIZ_0005_sect2,"['L2100', 'L1800']"
BIZ_0005_LM,4,B09&08_2T2R_sect2,120,BIZ_0005_sect2,L800
BIZ_0005_LM,5,B21&18_Main_sect2,40,BIZ_0005_sect2,"['L2100', 'L1800']"
BIZ_0005_LM,6,B21&18_Div_sect3,50,BIZ_0005_sect3,"['L2100', 'L1800']"
BIZ_0005_LM,7,B09&08_2T2R_sect3,80,BIZ_0005_sect3,L800
BIZ_0005_LM,8,B21&18_Main_sect3,50,BIZ_0005_sect3,"['L2100', 'L1800']"
BIZ_0011_LM,0,B21&18_Div_sect1,50,BIZ_0011_sect1,"['L2100', 'L1800']"
BIZ_0011_LM,1,B09&08_2T2R_sect1,-1,BIZ_0011_sect1,L800
BIZ_0011_LM,2,B21&18_Main_sect1,52,BIZ_0011_sect1,"['L2100', 'L1800']"
BIZ_0011_LM,3,B21&18_Div_sect2,70,BIZ_0011_sect2,"['L2100', 'L1800']"
BIZ_0011_LM,4,B09&08_2T2R_sect2,90,BIZ_0011_sect2,L800
BIZ_0011_LM,5,B21&18_Main_sect2,70,BIZ_0011_sect2,"['L2100', 'L1800']"
BIZ_0011_LM,6,B21&18_Div_sect3,30,BIZ_0011_sect3,"['L2100', 'L1800']"
BIZ_0011_LM,7,B09&08_2T2R_sect3,-1,BIZ_0011_sect3,L800
BIZ_0011_LM,8,B21&18_Main_sect3,30,BIZ_0011_sect3,"['L2100', 'L1800']"
BIZ_0011_LM,9,B21&18_Div_sect4,50,BIZ_0011_sect4,"['L2100', 'L1800']"
BIZ_0011_LM,10,B09&08_2T2R_sect4,60,BIZ_0011_sect4,L800
BIZ_0011_LM,11,B21&18_Main_sect4,50,BIZ_0011_sect4,"['L2100', 'L1800']"
BIZ_0001_LM,0,B21&18_Div_sect1,50,BIZ_0001_sect1,"['L2100', 'L1800']"
BIZ_0001_LM,1,B09_2T2R_sect1,90,BIZ_0001_sect1,
BIZ_0001_LM,2,B21&18_Main_sect1,50,BIZ_0001_sect1,"['L2100', 'L1800']"
BIZ_0001_LM,3,B08_2T2R_sect1,60,BIZ_0001_sect1,L800
BIZ_0001_LM,4,B21&18_Div_sect2,70,BIZ_0001_sect2,"['L2100', 'L1800']"
BIZ_0001_LM,5,B09_2T2R_sect2,40,BIZ_0001_sect2,
BIZ_0001_LM,6,B21&18_Main_sect2,70,BIZ_0001_sect2,"['L2100', 'L1800']"
BIZ_0001_LM,7,B08_2T2R_sect2,60,BIZ_0001_sect2,L800
BIZ_0001_LM,8,B21&18_Div_sect3,40,BIZ_0001_sect3,"['L2100', 'L1800']"
BIZ_0001_LM,9,B09_2T2R_sect3,40,BIZ_0001_sect3,
BIZ_0001_LM,10,B21&18_Main_sect3,40,BIZ_0001_sect3,"['L2100', 'L1800']"
BIZ_0001_LM,11,B08_2T2R_sect3,-1,BIZ_0001_sect3,L800
BIZ_0016_LM,0,B21&18_Div_sect1,30,BIZ_0016_sect1,"['L2100', 'L1800']"
BIZ_0016_LM,1,B09&08_2T2R_sect1,-1,BIZ_0016_sect1,L800
BIZ_0016_LM,2,B21&18_Main_sect1,30,BIZ_0016_sect1,"['L2100', 'L1800']"
BIZ_0016_LM,3,B21&18_Div_sect2,-1,BIZ_0016_sect2,"['L2100', 'L1800']"
BIZ_0016_LM,4,B09&08_2T2R_sect2,-1,BIZ_0016_sect2,L800
BIZ_0016_LM,5,B21&18_Main_sect2,-1,BIZ_0016_sect2,"['L2100', 'L1800']"
BIZ_0016_LM,6,B21&18_Div_sect3,-1,BIZ_0016_sect3,"['L2100', 'L1800']"
BIZ_0016_LM,7,B09&08_2T2R_sect3,-1,BIZ_0016_sect3,L800
BIZ_0016_LM,8,B21&18_Main_sect3,-1,BIZ_0016_sect3,"['L2100', 'L1800']"
BIZ_0010_LM,0,B21&18_Main_sect1,70,BIZ_0010_sect1,"['L2100', 'L1800']"
BIZ_0010_LM,1,B09&08_2T2R_sect1,-1,BIZ_0010_sect1,L800
BIZ_0010_LM,2,B21&18_Div_sect1,70,BIZ_0010_sect1,"['L2100', 'L1800']"
BIZ_0010_LM,3,B21&18_Main_sect2,60,BIZ_0010_sect2,"['L2100', 'L1800']"
BIZ_0010_LM,4,B09&08_2T2R_sect2,80,BIZ_0010_sect2,L800
BIZ_0010_LM,5,B21&18_Div_sect2,60,BIZ_0010_sect2,"['L2100', 'L1800']"
BIZ_0010_LM,6,B21&18_Main_sect3,20,BIZ_0010_sect3,"['L2100', 'L1800']"
BIZ_0010_LM,7,B09&08_2T2R_sect3,40,BIZ_0010_sect3,L800
BIZ_0010_LM,8,B21&18_Div_sect3,20,BIZ_0010_sect3,"['L2100', 'L1800']"
BIZ_0020_LM,0,B21_2T2R_sect1,20,BIZ_0020_sect1,L2100
BIZ_0020_LM,1,B09_2T2R_sect1,30,BIZ_0020_sect1,
BIZ_0020_LM,2,B21_2T2R_sect2,40,BIZ_0020_sect2,L2100
BIZ_0020_LM,3,B09_2T2R_sect2,20,BIZ_0020_sect2,
BIZ_0020_LM,4,B09_2T2R_sect3,40,BIZ_0020_sect3,
BIZ_0020_LM,5,B21_2T2R_sect3,40,BIZ_0020_sect3,L2100
BIZ_0020_LM,6,B18_2T2R_sect2,20,BIZ_0020_sect2,L1800
BIZ_0020_LM,9,B18_2T2R_sect3,30,BIZ_0020_sect3,L1800
BIZ_0020_LM,10,B18_2T2R_sect1,20,BIZ_0020_sect1,L1800
BIZ_0015_LM,0,B21&18_Div_sect1,40,BIZ_0015_sect1,"['L2100', 'L1800']"
BIZ_0015_LM,1,B09&08_2T2R_sect1,60,BIZ_0015_sect1,L800
BIZ_0015_LM,2,B21&18_Main_sect1,40,BIZ_0015_sect1,"['L2100', 'L1800']"
BIZ_0015_LM,3,B21&18_Div_sect2,60,BIZ_0015_sect2,"['L2100', 'L1800']"
BIZ_0015_LM,4,B09&08_2T2R_sect2,80,BIZ_0015_sect2,L800
BIZ_0015_LM,5,B21&18_Main_sect2,60,BIZ_0015_sect2,"['L2100', 'L1800']"
BIZ_0015_LM,6,B21&18_Div_sect3,60,BIZ_0015_sect3,"['L2100', 'L1800']"
BIZ_0015_LM,7,B09&08_2T2R_sect3,80,BIZ_0015_sect3,L800
BIZ_0015_LM,8,B21&18_Main_sect3,60,BIZ_0015_sect3,"['L2100', 'L1800']"
BIZ_0006_LM,0,B21&18_Div_sect1,60,BIZ_0006_sect1,"['L2100', 'L1800']"
BIZ_0006_LM,1,B09&08_2T2R_sect1,60,BIZ_0006_sect1,L800
BIZ_0006_LM,2,B21&18_Main_sect1,60,BIZ_0006_sect1,"['L2100', 'L1800']"
BIZ_0006_LM,3,B21&18_Div_sect2,60,BIZ_0006_sect2,"['L2100', 'L1800']"
BIZ_0006_LM,4,B09&08_2T2R_sect2,70,BIZ_0006_sect2,L800
BIZ_0006_LM,5,B21&18_Main_sect2,60,BIZ_0006_sect2,"['L2100', 'L1800']"
BIZ_0006_LM,6,B21&18_Div_sect3,40,BIZ_0006_sect3,"['L2100', 'L1800']"
BIZ_0006_LM,7,B09&08_2T2R_sect3,60,BIZ_0006_sect3,L800
BIZ_0006_LM,8,B21&18_Main_sect3,40,BIZ_0006_sect3,"['L2100', 'L1800']"
BIZ_0006_LM,9,B21&18_Div_sect4,20,BIZ_0006_sect4,"['L2100', 'L1800']"
BIZ_0006_LM,10,B09&08_2T2R_sect4,30,BIZ_0006_sect4,L800
BIZ_0006_LM,11,B21&18_Main_sect4,20,BIZ_0006_sect4,"['L2100', 'L1800']"
BIZ_0006_LM,12,B21&18_Div_sect4,50,BIZ_0006_sect4,"['L2100', 'L1800']"
BIZ_0006_LM,13,B21&18_Main_sect4,50,BIZ_0006_sect4,"['L2100', 'L1800']"
BIZ_0024,0,B21&18_Main_sect1,60,BIZ_0024_sect1,"['L2100', 'L1800']"
BIZ_0024,1,B09_2T2R_sect1,60,BIZ_0024_sect1,
BIZ_0024,2,B21&18_Div_sect1,60,BIZ_0024_sect1,"['L2100', 'L1800']"
BIZ_0024,3,B21&18_Main_sect2,60,BIZ_0024_sect2,"['L2100', 'L1800']"
BIZ_0024,4,B09_2T2R_sect2,60,BIZ_0024_sect2,
BIZ_0024,5,B21&18_Div_sect2,60,BIZ_0024_sect2,"['L2100', 'L1800']"
BIZ_0024,6,B21&18_Main_sect3,40,BIZ_0024_sect3,"['L2100', 'L1800']"
BIZ_0024,7,B09_2T2R_sect3,60,BIZ_0024_sect3,
BIZ_0024,8,B21&18_Div_sect3,40,BIZ_0024_sect3,"['L2100', 'L1800']"
BIZ_0021,0,B21&18_Main_sect1,20,BIZ_0021_sect1,"['L2100', 'L1800']"
BIZ_0021,1,B09&08_2T2R_sect1,50,BIZ_0021_sect1,L800
BIZ_0021,2,B21&18_Div_sect1,20,BIZ_0021_sect1,"['L2100', 'L1800']"
BIZ_0021,4,B21&18_Main_sect2,20,BIZ_0021_sect2,"['L2100', 'L1800']"
BIZ_0021,5,B09&08_2T2R_sect2,30,BIZ_0021_sect2,L800
BIZ_0021,6,B21&18_Div_sect2,20,BIZ_0021_sect2,"['L2100', 'L1800']"
BIZ_0021,8,B21&18_Main_sect3,20,BIZ_0021_sect3,"['L2100', 'L1800']"
BIZ_0021,9,B09&08_2T2R_sect3,30,BIZ_0021_sect3,L800
BIZ_0021,10,B21&18_Div_sect3,20,BIZ_0021_sect3,"['L2100', 'L1800']"
BIZ_0012_LM,0,B21&18_Div_sect1,60,BIZ_0012_sect1,"['L2100', 'L1800']"
BIZ_0012_LM,1,B09&08_2T2R_sect1,70,BIZ_0012_sect1,L800
BIZ_0012_LM,2,B21&18_Main_sect1,60,BIZ_0012_sect1,"['L2100', 'L1800']"
BIZ_0012_LM,4,B21&18_Div_sect2,30,BIZ_0012_sect2,"['L2100', 'L1800']"
BIZ_0012_LM,5,B09&08_2T2R_sect2,50,BIZ_0012_sect2,L800
BIZ_0012_LM,6,B21&18_Main_sect2,30,BIZ_0012_sect2,"['L2100', 'L1800']"
BIZ_0012_LM,8,B21&18_Div_sect3,30,BIZ_0012_sect3,"['L2100', 'L1800']"
BIZ_0012_LM,9,B09&08_2T2R_sect3,40,BIZ_0012_sect3,L800
BIZ_0012_LM,10,B21&18_Main_sect3,30,BIZ_0012_sect3,"['L2100', 'L1800']"
BEJ_0064_LM,0,B21_2T2R_sect1,10,BEJ_0064_sect1,L2100
BEJ_0064_LM,1,B09&08_2T2R_sect1,20,BEJ_0064_sect1,L800
BEJ_0064_LM,2,B18_2T2R_sect1,20,BEJ_0064_sect1,L1800
BEJ_0064_LM,3,B21_2T2R_sect2,40,BEJ_0064_sect2,L2100
BEJ_0064_LM,4,B09&08_2T2R_sect2,20,BEJ_0064_sect2,L800
BEJ_0064_LM,5,B18_2T2R_sect2,10,BEJ_0064_sect2,L1800
BEJ_0064_LM,6,B21_2T2R_sect3,20,BEJ_0064_sect3,L2100
BEJ_0064_LM,7,B09&08_2T2R_sect3,20,BEJ_0064_sect3,L800
BEJ_0064_LM,8,B18_2T2R_sect3,10,BEJ_0064_sect3,L1800
BIZ_0036_LM,1,B09&08_2T2R_sect1,20,BIZ_0036_sect1,L800
BIZ_0036_LM,4,B09&08_2T2R_sect2,20,BIZ_0036_sect2,L800
BIZ_0036_LM,6,B21_2T2R_sect3,20,BIZ_0036_sect3,L2100
BIZ_0036_LM,7,B09&08_2T2R_sect3,20,BIZ_0036_sect3,L800
BIZ_0031_LM,0,B21_2T2R_sect1,60,BIZ_0031_sect1,L2100
BIZ_0031_LM,1,B09&08_2T2R_sect1,50,BIZ_0031_sect1,L800
BIZ_0031_LM,2,B18_2T2R_sect1,40,BIZ_0031_sect1,L1800
