Site Name,Device No,Device Name,Actual Tilt,Sector,Band
ARI_0031_LM,0,B21&18_Div_sect1,90,ARI_0031_sect1,"['L2100', 'L1800']"
ARI_0031_LM,1,B09&08_2T2R_sect1,-1,ARI_0031_sect1,L800
ARI_0031_LM,2,B21&18_Main_sect1,90,ARI_0031_sect1,"['L2100', 'L1800']"
ARI_0031_LM,3,B21&18_Div_sect2,70,ARI_0031_sect2,"['L2100', 'L1800']"
ARI_0031_LM,4,B09&08_2T2R_sect2,-1,ARI_0031_sect2,L800
ARI_0031_LM,5,B21&18_Main_sect2,-1,ARI_0031_sect2,"['L2100', 'L1800']"
ARI_0031_LM,6,B21&18_Div_sect3,60,ARI_0031_sect3,"['L2100', 'L1800']"
ARI_0031_LM,7,B09&08_2T2R_sect3,70,ARI_0031_sect3,L800
ARI_0031_LM,8,B21&18_Main_sect3,60,ARI_0031_sect3,"['L2100', 'L1800']"
ARI_0031_LM,9,B21&18_Div_sect4,70,ARI_0031_sect4,"['L2100', 'L1800']"
ARI_0031_LM,10,B09&08_2T2R_sect4,100,ARI_0031_sect4,L800
ARI_0031_LM,11,B21&18_Main_sect4,70,ARI_0031_sect4,"['L2100', 'L1800']"
ARI_0003_LM,0,B21&18_Div_sect1,40,ARI_0003_sect1,"['L2100', 'L1800']"
ARI_0003_LM,1,B09&08_2T2R_sect1,100,ARI_0003_sect1,L800
ARI_0003_LM,2,B21&18_Main_sect1,40,ARI_0003_sect1,"['L2100', 'L1800']"
ARI_0003_LM,3,B21&18_Div_sect2,40,ARI_0003_sect2,"['L2100', 'L1800']"
ARI_0003_LM,4,B09&08_2T2R_sect2,50,ARI_0003_sect2,L800
ARI_0003_LM,5,B21&18_Main_sect2,40,ARI_0003_sect2,"['L2100', 'L1800']"
ARI_0003_LM,6,B21&18_Div_sect3,50,ARI_0003_sect3,"['L2100', 'L1800']"
ARI_0003_LM,7,B09&08_2T2R_sect3,50,ARI_0003_sect3,L800
ARI_0003_LM,9,B21&18_Div_sect4,50,ARI_0003_sect4,"['L2100', 'L1800']"
ARI_0003_LM,10,B09&08_2T2R_sect4,-1,ARI_0003_sect4,L800
ARI_0003_LM,11,B21&18_Main_sect4,50,ARI_0003_sect4,"['L2100', 'L1800']"
ARI_0002_LM,0,B21&18_Div_sect1,40,ARI_0002_sect1,"['L2100', 'L1800']"
ARI_0002_LM,1,B09&08_2T2R_sect1,70,ARI_0002_sect1,L800
ARI_0002_LM,2,B21&18_Main_sect1,40,ARI_0002_sect1,"['L2100', 'L1800']"
ARI_0002_LM,3,B21&18_Div_sect2,40,ARI_0002_sect2,"['L2100', 'L1800']"
ARI_0002_LM,4,B09&08_2T2R_sect2,60,ARI_0002_sect2,L800
ARI_0002_LM,5,B21&18_Main_sect2,40,ARI_0002_sect2,"['L2100', 'L1800']"
ARI_0002_LM,6,B21&18_Div_sect3,40,ARI_0002_sect3,"['L2100', 'L1800']"
ARI_0002_LM,7,B09&08_2T2R_sect3,60,ARI_0002_sect3,L800
ARI_0002_LM,8,B21&18_Main_sect3,40,ARI_0002_sect3,"['L2100', 'L1800']"
ARI_0023_LM,0,B21&18_Div_sect1,60,ARI_0023_sect1,"['L2100', 'L1800']"
ARI_0023_LM,1,B09&08_2T2R_sect1,-1,ARI_0023_sect1,L800
ARI_0023_LM,2,B21&18_Div_sect2,64,ARI_0023_sect2,"['L2100', 'L1800']"
ARI_0023_LM,3,B09&08_2T2R_sect2,90,ARI_0023_sect2,L800
ARI_0023_LM,4,B21&18_Div_sect3,50,ARI_0023_sect3,"['L2100', 'L1800']"
ARI_0023_LM,5,B09&08_2T2R_sect3,60,ARI_0023_sect3,L800
ARI_0023_LM,6,B21&18_Main_sect1,60,ARI_0023_sect1,"['L2100', 'L1800']"
ARI_0023_LM,7,B21&18_Main_sect2,70,ARI_0023_sect2,"['L2100', 'L1800']"
ARI_0023_LM,8,B21&18_Main_sect3,50,ARI_0023_sect3,"['L2100', 'L1800']"
ARI_0024_LM,0,B21&18_Div_sect1,60,ARI_0024_sect1,"['L2100', 'L1800']"
ARI_0024_LM,1,B09&08_2T2R_sect1,10,ARI_0024_sect1,L800
ARI_0024_LM,2,B21&18_Main_sect1,60,ARI_0024_sect1,"['L2100', 'L1800']"
ARI_0024_LM,3,B21&18_Div_sect2,70,ARI_0024_sect2,"['L2100', 'L1800']"
ARI_0024_LM,4,B09&08_2T2R_sect2,80,ARI_0024_sect2,L800
ARI_0024_LM,6,B21&18_Div_sect3,40,ARI_0024_sect3,"['L2100', 'L1800']"
ARI_0024_LM,7,B09&08_2T2R_sect3,40,ARI_0024_sect3,L800
ARI_0024_LM,8,B21&18_Main_sect3,40,ARI_0024_sect3,"['L2100', 'L1800']"
ARI_0024_LM,11,B21&18_Main_sect2,70,ARI_0024_sect2,"['L2100', 'L1800']"
ARI_0017_LM,0,B21&18_Main_sect1,50,ARI_0017_sect1,"['L2100', 'L1800']"
ARI_0017_LM,1,B09&08_2T2R_sect1,70,ARI_0017_sect1,L800
ARI_0017_LM,2,B21&18_Div_sect1,50,ARI_0017_sect1,"['L2100', 'L1800']"
ARI_0017_LM,3,B21&18_Main_sect2,90,ARI_0017_sect2,"['L2100', 'L1800']"
ARI_0017_LM,4,B09&08_2T2R_sect2,100,ARI_0017_sect2,L800
ARI_0017_LM,5,B21&18_Div_sect2,90,ARI_0017_sect2,"['L2100', 'L1800']"
ARI_0017_LM,6,B21&18_Main_sect3,20,ARI_0017_sect3,"['L2100', 'L1800']"
ARI_0017_LM,7,B09&08_2T2R_sect3,70,ARI_0017_sect3,L800
ARI_0017_LM,8,B21&18_Div_sect3,20,ARI_0017_sect3,"['L2100', 'L1800']"
ARI_0015_LM,0,B21&18_Div_sect1,50,ARI_0015_sect1,"['L2100', 'L1800']"
ARI_0015_LM,1,B09&08_2T2R_sect1,60,ARI_0015_sect1,L800
ARI_0015_LM,2,B21&18_Main_sect1,53,ARI_0015_sect1,"['L2100', 'L1800']"
ARI_0015_LM,3,B21&18_Div_sect2,60,ARI_0015_sect2,"['L2100', 'L1800']"
ARI_0015_LM,4,B09&08_2T2R_sect2,80,ARI_0015_sect2,L800
ARI_0015_LM,5,B21&18_Main_sect2,60,ARI_0015_sect2,"['L2100', 'L1800']"
ARI_0015_LM,6,B21&18_Div_sect3,50,ARI_0015_sect3,"['L2100', 'L1800']"
ARI_0015_LM,7,B09&08_2T2R_sect3,60,ARI_0015_sect3,L800
ARI_0015_LM,8,B21&18_Main_sect3,50,ARI_0015_sect3,"['L2100', 'L1800']"
ARI_0022_LM,0,B21&18_Main_sect1,60,ARI_0022_sect1,"['L2100', 'L1800']"
ARI_0022_LM,1,B09&08_2T2R_sect1,-1,ARI_0022_sect1,L800
ARI_0022_LM,2,B21&18_Div_sect1,64,ARI_0022_sect1,"['L2100', 'L1800']"
ARI_0022_LM,3,B09&08_2T2R_sect2,100,ARI_0022_sect2,L800
ARI_0022_LM,4,B21&B18_2T2R_sect2,60,ARI_0022_sect2,L2100
ARI_0022_LM,5,B21&B18_2T2R_sect2,80,ARI_0022_sect2,L2100
ARI_0022_LM,6,B21&18_Main_sect3,80,ARI_0022_sect3,"['L2100', 'L1800']"
ARI_0022_LM,7,B09&08_2T2R_sect3,100,ARI_0022_sect3,L800
ARI_0022_LM,8,B21&18_Div_sect3,80,ARI_0022_sect3,"['L2100', 'L1800']"
ARI_0005_LM,0,B21&18_Div_sect1,60,ARI_0005_sect1,"['L2100', 'L1800']"
ARI_0005_LM,1,B09&08_2T2R_sect1,-1,ARI_0005_sect1,L800
ARI_0005_LM,2,B21&18_Main_sect1,60,ARI_0005_sect1,"['L2100', 'L1800']"
ARI_0005_LM,3,B21&18_Div_sect2,60,ARI_0005_sect2,"['L2100', 'L1800']"
ARI_0005_LM,4,B09&08_2T2R_sect2,-1,ARI_0005_sect2,L800
ARI_0005_LM,5,B21&18_Main_sect2,60,ARI_0005_sect2,"['L2100', 'L1800']"
ARI_0005_LM,6,B21&18_Div_sect3,20,ARI_0005_sect3,"['L2100', 'L1800']"
ARI_0005_LM,7,B09&08_2T2R_sect3,70,ARI_0005_sect3,L800
ARI_0005_LM,8,B21&18_Main_sect3,20,ARI_0005_sect3,"['L2100', 'L1800']"
ARI_0005_LM,9,B21&18_Div_sect4,60,ARI_0005_sect4,"['L2100', 'L1800']"
ARI_0005_LM,10,B09_2T2R_sect4,60,ARI_0005_sect4,
ARI_0005_LM,11,B21&18_Main_sect4,60,ARI_0005_sect4,"['L2100', 'L1800']"
ARI_0029_LM,0,B21&18_2T2R_sect1,60,ARI_0029_sect1,"['L2100', 'L1800']"
ARI_0029_LM,1,B21&18_2T2R_sect1,60,ARI_0029_sect1,"['L2100', 'L1800']"
ARI_0029_LM,2,B09&08_2T2R_sect1,80,ARI_0029_sect1,L800
ARI_0029_LM,3,B21&18_Div_sect2,40,ARI_0029_sect2,"['L2100', 'L1800']"
ARI_0029_LM,4,B09&08_2T2R_sect2,70,ARI_0029_sect2,L800
ARI_0029_LM,5,B21&18_Main_sect2,40,ARI_0029_sect2,"['L2100', 'L1800']"
ARI_0029_LM,6,B21&18_Div_sect3,50,ARI_0029_sect3,"['L2100', 'L1800']"
ARI_0029_LM,7,B09&08_2T2R_sect3,63,ARI_0029_sect3,L800
ARI_0029_LM,8,B21&18_Main_sect3,50,ARI_0029_sect3,"['L2100', 'L1800']"
ARI_0025_LM,0,B21&18_Div_sect1,44,ARI_0025_sect1,"['L2100', 'L1800']"
ARI_0025_LM,1,B09&08_2T2R_sect1,-1,ARI_0025_sect1,L800
ARI_0025_LM,2,B21&18_Main_sect1,42,ARI_0025_sect1,"['L2100', 'L1800']"
ARI_0025_LM,3,B21&18_Div_sect2,40,ARI_0025_sect2,"['L2100', 'L1800']"
ARI_0025_LM,4,B09&08_2T2R_sect2,-1,ARI_0025_sect2,L800
ARI_0025_LM,5,B21&18_Main_sect2,42,ARI_0025_sect2,"['L2100', 'L1800']"
ARI_0025_LM,6,B21&18_Div_sect3,50,ARI_0025_sect3,"['L2100', 'L1800']"
ARI_0025_LM,7,B09&08_2T2R_sect3,-1,ARI_0025_sect3,L800
ARI_0025_LM,8,B21&18_Main_sect3,-1,ARI_0025_sect3,"['L2100', 'L1800']"
ARI_0025_LM,9,B21&18_Div_sect4,60,ARI_0025_sect4,"['L2100', 'L1800']"
ARI_0025_LM,10,B09&08_2T2R_sect4,70,ARI_0025_sect4,L800
ARI_0025_LM,11,B21&18_Main_sect4,60,ARI_0025_sect4,"['L2100', 'L1800']"
ARI_0004_LM,0,B21&18_Div_sect1,40,ARI_0004_sect1,"['L2100', 'L1800']"
ARI_0004_LM,1,B09&08_2T2R_sect1,30,ARI_0004_sect1,L800
ARI_0004_LM,2,B21&18_Main_sect1,40,ARI_0004_sect1,"['L2100', 'L1800']"
ARI_0004_LM,3,B21&18_Div_sect2,40,ARI_0004_sect2,"['L2100', 'L1800']"
ARI_0004_LM,4,B08_2T2R_sect2,70,ARI_0004_sect2,L800
ARI_0004_LM,5,B21&18_Main_sect2,40,ARI_0004_sect2,"['L2100', 'L1800']"
ARI_0004_LM,6,B21&18_Div_sect3,40,ARI_0004_sect3,"['L2100', 'L1800']"
ARI_0004_LM,7,B08_2T2R_sect3,60,ARI_0004_sect3,L800
ARI_0004_LM,8,B21&18_Main_sect3,40,ARI_0004_sect3,"['L2100', 'L1800']"
ARI_0004_LM,9,B09_2T2R_sect2,100,ARI_0004_sect2,
ARI_0004_LM,10,B09_2T2R_sect3,80,ARI_0004_sect3,
ARI_0007_LM,0,B21&18_Div_sect1,20,ARI_0007_sect1,"['L2100', 'L1800']"
ARI_0007_LM,1,B09&08_2T2R_sect1,50,ARI_0007_sect1,L800
ARI_0007_LM,2,B21&18_Main_sect1,20,ARI_0007_sect1,"['L2100', 'L1800']"
ARI_0007_LM,3,B21&18_Div_sect2,20,ARI_0007_sect2,"['L2100', 'L1800']"
ARI_0007_LM,4,B09&08_2T2R_sect2,80,ARI_0007_sect2,L800
ARI_0007_LM,5,B21&18_Main_sect2,20,ARI_0007_sect2,"['L2100', 'L1800']"
ARI_0007_LM,6,B21&18_Div_sect3,20,ARI_0007_sect3,"['L2100', 'L1800']"
ARI_0007_LM,7,B09&08_2T2R_sect3,10,ARI_0007_sect3,L800
ARI_0007_LM,8,B21&18_Main_sect3,20,ARI_0007_sect3,"['L2100', 'L1800']"
ARI_0018_LM,0,B21&18_Div_sect1,60,ARI_0018_sect1,"['L2100', 'L1800']"
ARI_0018_LM,1,B09&08_2T2R_sect1,60,ARI_0018_sect1,L800
ARI_0018_LM,2,B21&18_Main_sect1,60,ARI_0018_sect1,"['L2100', 'L1800']"
ARI_0018_LM,3,B21&18_Div_sect2,60,ARI_0018_sect2,"['L2100', 'L1800']"
ARI_0018_LM,4,B09&08_2T2R_sect2,70,ARI_0018_sect2,L800
ARI_0018_LM,5,B21&18_Main_sect2,60,ARI_0018_sect2,"['L2100', 'L1800']"
ARI_0018_LM,6,B21&18_Div_sect3,58,ARI_0018_sect3,"['L2100', 'L1800']"
ARI_0018_LM,7,B09&08_2T2R_sect3,80,ARI_0018_sect3,L800
ARI_0018_LM,8,B21&18_Main_sect3,60,ARI_0018_sect3,"['L2100', 'L1800']"
ARI_0018_LM,9,B21&18_Div_sect4,70,ARI_0018_sect4,"['L2100', 'L1800']"
ARI_0018_LM,10,B09&08_2T2R_sect4,62,ARI_0018_sect4,L800
ARI_0018_LM,11,B21&18_Main_sect4,72,ARI_0018_sect4,"['L2100', 'L1800']"
ARI_0027_LM,0,B21&18_Div_sect1,60,ARI_0027_sect1,"['L2100', 'L1800']"
ARI_0027_LM,1,B09&08_2T2R_sect1,70,ARI_0027_sect1,L800
ARI_0027_LM,2,B21&18_Main_sect1,60,ARI_0027_sect1,"['L2100', 'L1800']"
ARI_0027_LM,3,B21&18_Div_sect2,80,ARI_0027_sect2,"['L2100', 'L1800']"
ARI_0027_LM,4,B09&08_2T2R_sect2,80,ARI_0027_sect2,L800
ARI_0027_LM,5,B21&18_Main_sect2,85,ARI_0027_sect2,"['L2100', 'L1800']"
ARI_0027_LM,6,B21&18_Div_sect3,60,ARI_0027_sect3,"['L2100', 'L1800']"
ARI_0027_LM,7,B09_2T2R_sect3,70,ARI_0027_sect3,
ARI_0027_LM,8,B21&18_Main_sect3,60,ARI_0027_sect3,"['L2100', 'L1800']"
ARI_0027_LM,9,B08_2T2R_sect3,70,ARI_0027_sect3,L800
ARI_0020_LM,0,B21&18_Div_sect3,30,ARI_0020_sect3,"['L2100', 'L1800']"
ARI_0020_LM,1,B09&08_2T2R_sect3,80,ARI_0020_sect3,L800
ARI_0020_LM,2,B21&18_Main_sect3,30,ARI_0020_sect3,"['L2100', 'L1800']"
ARI_0020_LM,3,B21&18_Div_sect1,30,ARI_0020_sect1,"['L2100', 'L1800']"
ARI_0020_LM,4,B09&08_2T2R_sect1,-1,ARI_0020_sect1,L800
ARI_0020_LM,5,B21&18_Main_sect1,-1,ARI_0020_sect1,"['L2100', 'L1800']"
ARI_0020_LM,6,B21&18_Div_sect2,70,ARI_0020_sect2,"['L2100', 'L1800']"
ARI_0020_LM,7,B09&08_2T2R_sect2,70,ARI_0020_sect2,L800
ARI_0020_LM,8,B21&18_Main_sect2,70,ARI_0020_sect2,"['L2100', 'L1800']"
ARI_0033_LM,0,B21&18_Div_sect1,50,ARI_0033_sect1,"['L2100', 'L1800']"
ARI_0033_LM,1,B09&08_2T2R_sect1,70,ARI_0033_sect1,L800
ARI_0033_LM,2,B21&18_Main_sect1,50,ARI_0033_sect1,"['L2100', 'L1800']"
ARI_0033_LM,3,B21&18_Div_sect2,90,ARI_0033_sect2,"['L2100', 'L1800']"
ARI_0033_LM,4,B09&08_2T2R_sect2,100,ARI_0033_sect2,L800
ARI_0033_LM,5,B21&18_Main_sect2,90,ARI_0033_sect2,"['L2100', 'L1800']"
ARI_0033_LM,6,B21&18_Div_sect3,42,ARI_0033_sect3,"['L2100', 'L1800']"
ARI_0033_LM,7,B09_2T2R_sect3,50,ARI_0033_sect3,
ARI_0033_LM,8,B21&18_Main_sect3,40,ARI_0033_sect3,"['L2100', 'L1800']"
ARI_0033_LM,9,B08_2T2R_sect3,90,ARI_0033_sect3,L800
ARI_0033_LM,10,B21&18_Div_sect4,60,ARI_0033_sect4,"['L2100', 'L1800']"
ARI_0033_LM,11,B09&08_2T2R_sect4,60,ARI_0033_sect4,L800
ARI_0033_LM,12,B21&18_Main_sect4,60,ARI_0033_sect4,"['L2100', 'L1800']"
ARI_0028_LM,0,B21&18_Div_sect1,50,ARI_0028_sect1,"['L2100', 'L1800']"
ARI_0028_LM,1,B09_2T2R_sect1,40,ARI_0028_sect1,
ARI_0028_LM,2,B21&18_Main_sect1,50,ARI_0028_sect1,"['L2100', 'L1800']"
ARI_0028_LM,3,B21&18_Div_sect2,70,ARI_0028_sect2,"['L2100', 'L1800']"
ARI_0028_LM,4,B09_2T2R_sect2,80,ARI_0028_sect2,
ARI_0028_LM,5,B21&18_Main_sect2,70,ARI_0028_sect2,"['L2100', 'L1800']"
ARI_0028_LM,6,B21&18_Div_sect3,70,ARI_0028_sect3,"['L2100', 'L1800']"
ARI_0028_LM,7,B09_2T2R_sect3,90,ARI_0028_sect3,
ARI_0028_LM,8,B21&18_Main_sect3,70,ARI_0028_sect3,"['L2100', 'L1800']"
ARI_0028_LM,11,B08_2T2R_sect1,70,ARI_0028_sect1,L800
ARI_0028_LM,12,B08_2T2R_sect2,50,ARI_0028_sect2,L800
ARI_0028_LM,13,B08_2T2R_sect3,80,ARI_0028_sect3,L800
ARI_0016_LM,0,B21&18_Div_sect1,60,ARI_0016_sect1,"['L2100', 'L1800']"
ARI_0016_LM,1,B09_2T2R_sect1,70,ARI_0016_sect1,
ARI_0016_LM,2,B21&18_Main_sect1,-1,ARI_0016_sect1,"['L2100', 'L1800']"
ARI_0016_LM,3,B21&18_Div_sect2,50,ARI_0016_sect2,"['L2100', 'L1800']"
ARI_0016_LM,4,B09&08_2T2R_sect2,50,ARI_0016_sect2,L800
ARI_0016_LM,5,B21&18_Main_sect2,50,ARI_0016_sect2,"['L2100', 'L1800']"
ARI_0016_LM,6,B21&18_Div_sect3,50,ARI_0016_sect3,"['L2100', 'L1800']"
ARI_0016_LM,7,B09&08_2T2R_sect3,50,ARI_0016_sect3,L800
ARI_0016_LM,8,B21&18_Main_sect3,50,ARI_0016_sect3,"['L2100', 'L1800']"
ARI_0016_LM,9,B08_2T2R_sect1,70,ARI_0016_sect1,L800
ARI_0016_LM,10,B21&18_Div_sect2,50,ARI_0016_sect2,"['L2100', 'L1800']"
ARI_0016_LM,11,B21&18_Main_sect2,50,ARI_0016_sect2,"['L2100', 'L1800']"
ARI_0012_LM,0,B21_2T2R_sect1,60,ARI_0012_sect1,L2100
ARI_0012_LM,1,B09_2T2R_sect1,70,ARI_0012_sect1,
ARI_0012_LM,2,B18_2T2R_sect1,60,ARI_0012_sect1,L1800
ARI_0012_LM,3,B08_2T2R_sect1,70,ARI_0012_sect1,L800
ARI_0012_LM,4,B21_2T2R_sect2,80,ARI_0012_sect2,L2100
ARI_0012_LM,5,B09_2T2R_sect2,100,ARI_0012_sect2,
ARI_0012_LM,6,B18_2T2R_sect2,80,ARI_0012_sect2,L1800
ARI_0012_LM,7,B08_2T2R_sect2,90,ARI_0012_sect2,L800
ARI_0012_LM,8,B21_2T2R_sect3,50,ARI_0012_sect3,L2100
ARI_0012_LM,9,B09_2T2R_sect3,100,ARI_0012_sect3,
ARI_0012_LM,10,B18_2T2R_sect3,60,ARI_0012_sect3,L1800
ARI_0012_LM,11,B08_2T2R_sect3,80,ARI_0012_sect3,L800
ARI_0012_LM,12,B21_2T2R_sect3,80,ARI_0012_sect3,L2100
ARI_0019_LM,0,B21&18_Div_sect1,100,ARI_0019_sect1,"['L2100', 'L1800']"
ARI_0019_LM,1,B09_2T2R_sect1,100,ARI_0019_sect1,
ARI_0019_LM,2,B21&18_Main_sect1,100,ARI_0019_sect1,"['L2100', 'L1800']"
ARI_0019_LM,3,B21&18_Div_sect2,30,ARI_0019_sect2,"['L2100', 'L1800']"
ARI_0019_LM,4,B09_2T2R_sect2,60,ARI_0019_sect2,
ARI_0019_LM,5,B21&18_Main_sect2,30,ARI_0019_sect2,"['L2100', 'L1800']"
ARI_0019_LM,6,B21&18_Div_sect3,80,ARI_0019_sect3,"['L2100', 'L1800']"
ARI_0019_LM,7,B09_2T2R_sect3,100,ARI_0019_sect3,
ARI_0019_LM,8,B21&18_Main_sect3,80,ARI_0019_sect3,"['L2100', 'L1800']"
ARI_0019_LM,9,B08_2T2R_sect1,100,ARI_0019_sect1,L800
ARI_0019_LM,10,B08_2T2R_sect2,60,ARI_0019_sect2,L800
ARI_0019_LM,11,B08_2T2R_sect3,80,ARI_0019_sect3,L800
ARI_0008_LM,0,B21&18_Div_sect1,40,ARI_0008_sect1,"['L2100', 'L1800']"
ARI_0008_LM,1,B09_2T2R_sect1,30,ARI_0008_sect1,
ARI_0008_LM,2,B21&18_Main_sect1,45,ARI_0008_sect1,"['L2100', 'L1800']"
ARI_0008_LM,3,B21&18_Div_sect2,30,ARI_0008_sect2,"['L2100', 'L1800']"
ARI_0008_LM,4,B09_2T2R_sect2,30,ARI_0008_sect2,
ARI_0008_LM,5,B21&18_Main_sect2,30,ARI_0008_sect2,"['L2100', 'L1800']"
ARI_0008_LM,6,B21&18_Div_sect3,30,ARI_0008_sect3,"['L2100', 'L1800']"
ARI_0008_LM,7,B09_2T2R_sect3,70,ARI_0008_sect3,
ARI_0008_LM,8,B21&18_Main_sect3,30,ARI_0008_sect3,"['L2100', 'L1800']"
ARI_0008_LM,9,B08_2T2R_sect1,50,ARI_0008_sect1,L800
ARI_0008_LM,10,B08_2T2R_sect2,50,ARI_0008_sect2,L800
ARI_0008_LM,11,B08_2T2R_sect3,50,ARI_0008_sect3,L800
ARI_0008_LM,12,B21&18_Div_sect4,40,ARI_0008_sect4,"['L2100', 'L1800']"
ARI_0008_LM,13,B09_2T2R_sect4,42,ARI_0008_sect4,
ARI_0008_LM,14,B21&18_Main_sect4,40,ARI_0008_sect4,"['L2100', 'L1800']"
ARI_0008_LM,15,B08_2T2R_sect4,70,ARI_0008_sect4,L800
ARI_0013_LM,0,B21&18_Div_sect1,80,ARI_0013_sect1,"['L2100', 'L1800']"
ARI_0013_LM,1,B09_2T2R_sect1,-1,ARI_0013_sect1,
ARI_0013_LM,2,B21&18_Main_sect1,-1,ARI_0013_sect1,"['L2100', 'L1800']"
ARI_0013_LM,3,B21&18_Div_sect2,60,ARI_0013_sect2,"['L2100', 'L1800']"
ARI_0013_LM,4,B09_2T2R_sect2,60,ARI_0013_sect2,
ARI_0013_LM,5,B21&18_Main_sect2,60,ARI_0013_sect2,"['L2100', 'L1800']"
ARI_0013_LM,6,B08_2T2R_sect1,94,ARI_0013_sect1,L800
ARI_0013_LM,7,B21&18_Div_sect3,62,ARI_0013_sect3,"['L2100', 'L1800']"
ARI_0013_LM,8,B09_2T2R_sect3,60,ARI_0013_sect3,
ARI_0013_LM,9,B21&18_Main_sect3,70,ARI_0013_sect3,"['L2100', 'L1800']"
ARI_0013_LM,10,B08_2T2R_sect3,60,ARI_0013_sect3,L800
ARI_0013_LM,11,B21&18_Div_sect4,90,ARI_0013_sect4,"['L2100', 'L1800']"
ARI_0013_LM,12,B09_2T2R_sect4,90,ARI_0013_sect4,
ARI_0013_LM,13,B21&18_Main_sect4,90,ARI_0013_sect4,"['L2100', 'L1800']"
ARI_0013_LM,14,B08_2T2R_sect4,-1,ARI_0013_sect4,L800
ARI_0013_LM,15,B08_2T2R_sect2,70,ARI_0013_sect2,L800
ARI_0035_LM,0,B21&18_Div_sect1,30,ARI_0035_sect1,"['L2100', 'L1800']"
ARI_0035_LM,1,B09&08_2T2R_sect1,80,ARI_0035_sect1,L800
ARI_0035_LM,2,B21&18_Main_sect1,30,ARI_0035_sect1,"['L2100', 'L1800']"
ARI_0035_LM,3,B21&18_Div_sect2,70,ARI_0035_sect2,"['L2100', 'L1800']"
ARI_0035_LM,4,B09&08_2T2R_sect2,100,ARI_0035_sect2,L800
ARI_0035_LM,5,B21&18_Main_sect2,70,ARI_0035_sect2,"['L2100', 'L1800']"
ARI_0035_LM,6,B21&18_Div_sect3,52,ARI_0035_sect3,"['L2100', 'L1800']"
ARI_0035_LM,7,B09&08_2T2R_sect3,80,ARI_0035_sect3,L800
ARI_0035_LM,8,B21&18_Main_sect3,50,ARI_0035_sect3,"['L2100', 'L1800']"
ARI_0035_LM,9,B21&18_Div_sect4,70,ARI_0035_sect4,"['L2100', 'L1800']"
ARI_0035_LM,10,B09&08_2T2R_sect4,80,ARI_0035_sect4,L800
ARI_0035_LM,11,B21&18_Main_sect4,70,ARI_0035_sect4,"['L2100', 'L1800']"
ARI_0032_LM,0,B21&18_Div_sect1,50,ARI_0032_sect1,"['L2100', 'L1800']"
ARI_0032_LM,1,B09&08_2T2R_sect1,60,ARI_0032_sect1,L800
ARI_0032_LM,2,B21&18_Main_sect1,50,ARI_0032_sect1,"['L2100', 'L1800']"
ARI_0032_LM,3,B21&18_Div_sect2,-1,ARI_0032_sect2,"['L2100', 'L1800']"
ARI_0032_LM,4,B09_2T2R_sect2,50,ARI_0032_sect2,
ARI_0032_LM,5,B21&18_Main_sect2,50,ARI_0032_sect2,"['L2100', 'L1800']"
ARI_0032_LM,6,B21&18_Div_sect3,30,ARI_0032_sect3,"['L2100', 'L1800']"
ARI_0032_LM,7,B09&08_2T2R_sect3,45,ARI_0032_sect3,L800
ARI_0032_LM,8,B21&18_Main_sect3,30,ARI_0032_sect3,"['L2100', 'L1800']"
ARI_0032_LM,9,B08_2T2R_sect2,50,ARI_0032_sect2,L800
ARI_0010_LM,0,B21&18_Div_sect1,60,ARI_0010_sect1,"['L2100', 'L1800']"
ARI_0010_LM,1,B09_2T2R_sect1,80,ARI_0010_sect1,
ARI_0010_LM,2,B21&18_Main_sect1,60,ARI_0010_sect1,"['L2100', 'L1800']"
ARI_0010_LM,3,B21&18_Div_sect2,50,ARI_0010_sect2,"['L2100', 'L1800']"
ARI_0010_LM,4,B09_2T2R_sect2,70,ARI_0010_sect2,
ARI_0010_LM,5,B21&18_Main_sect2,50,ARI_0010_sect2,"['L2100', 'L1800']"
ARI_0010_LM,6,B21&18_Div_sect3,50,ARI_0010_sect3,"['L2100', 'L1800']"
ARI_0010_LM,7,B09_2T2R_sect3,70,ARI_0010_sect3,
ARI_0010_LM,8,B21&18_Main_sect3,50,ARI_0010_sect3,"['L2100', 'L1800']"
ARI_0010_LM,9,B08_2T2R_sect3,80,ARI_0010_sect3,L800
ARI_0010_LM,11,B08_2T2R_sect2,80,ARI_0010_sect2,L800
ARI_0010_LM,12,B08_2T2R_sect1,80,ARI_0010_sect1,L800
ARI_0006_LM,0,B21&18_Div_sect1,29,ARI_0006_sect1,"['L2100', 'L1800']"
ARI_0006_LM,1,B09_2T2R_sect1,80,ARI_0006_sect1,
ARI_0006_LM,2,B21&18_Main_sect1,23,ARI_0006_sect1,"['L2100', 'L1800']"
ARI_0006_LM,3,B08_2T2R_sect1,70,ARI_0006_sect1,L800
ARI_0006_LM,4,B21&18_Div_sect2,40,ARI_0006_sect2,"['L2100', 'L1800']"
ARI_0006_LM,5,B09_2T2R_sect2,40,ARI_0006_sect2,
ARI_0006_LM,6,B21&18_Main_sect2,26,ARI_0006_sect2,"['L2100', 'L1800']"
ARI_0006_LM,7,B08_2T2R_sect2,62,ARI_0006_sect2,L800
ARI_0006_LM,8,B21&18_Div_sect3,60,ARI_0006_sect3,"['L2100', 'L1800']"
ARI_0006_LM,9,B09_2T2R_sect3,40,ARI_0006_sect3,
